"AÑO,PERIODO EPIDEMIOLOGICO,CODIGO DEL EVENTO,DESCRIPCION DEL EVENTO,CANTIDAD,UNIDAD"
"2022,4,100,ACCIDENTE OFIDICO,1,Personas"
"2022,5,100,ACCIDENTE OFIDICO,0,Personas"
"2022,6,100,ACCIDENTE OFIDICO,0,Personas"
"2022,7,100,ACCIDENTE OFIDICO,0,Personas"
"2022,8,100,ACCIDENTE OFIDICO,1,Personas"
"2022,9,100,ACCIDENTE OFIDICO,0,Personas"
"2022,10,100,ACCIDENTE OFIDICO,0,Personas"
"2022,11,100,ACCIDENTE OFIDICO,0,Personas"
"2022,12,100,ACCIDENTE OFIDICO,0,Personas"
"2022,13,100,ACCIDENTE OFIDICO,0,Personas"
"2023,1,100,ACCIDENTE OFIDICO,1,Personas"
"2023,2,100,ACCIDENTE OFIDICO,0,Personas"
"2023,3,100,ACCIDENTE OFIDICO,0,Personas"
"2023,4,100,ACCIDENTE OFIDICO,0,Personas"
"2023,5,100,ACCIDENTE OFIDICO,0,Personas"
"2023,6,100,ACCIDENTE OFIDICO,0,Personas"
"2023,7,100,ACCIDENTE OFIDICO,0,Personas"
"2023,8,100,ACCIDENTE OFIDICO,0,Personas"
"2023,9,100,ACCIDENTE OFIDICO,0,Personas"
"2023,10,100,ACCIDENTE OFIDICO,0,Personas"
"2023,11,100,ACCIDENTE OFIDICO,0,Personas"
"2023,12,100,ACCIDENTE OFIDICO,0,Personas"
"2023,13,100,ACCIDENTE OFIDICO,0,Personas"
"2024,1,100,ACCIDENTE OFIDICO,0,Personas"
"2024,2,100,ACCIDENTE OFIDICO,0,Personas"
"2024,3,100,ACCIDENTE OFIDICO,0,Personas"
"2024,4,100,ACCIDENTE OFIDICO,1,Personas"
"2024,5,100,ACCIDENTE OFIDICO,0,Personas"
"2024,6,100,ACCIDENTE OFIDICO,0,Personas"
"2024,7,100,ACCIDENTE OFIDICO,0,Personas"
"2024,8,100,ACCIDENTE OFIDICO,0,Personas"
"2024,9,100,ACCIDENTE OFIDICO,0,Personas"
"2024,10,100,ACCIDENTE OFIDICO,0,Personas"
"2024,11,100,ACCIDENTE OFIDICO,1,Personas"
"2024,12,100,ACCIDENTE OFIDICO,2,Personas"
"2024,13,100,ACCIDENTE OFIDICO,0,Personas"
"2017,1,110,BAJO PESO AL NACER,2,Personas"
"2017,2,110,BAJO PESO AL NACER,1,Personas"
"2017,3,110,BAJO PESO AL NACER,5,Personas"
"2017,4,110,BAJO PESO AL NACER,1,Personas"
"2017,5,110,BAJO PESO AL NACER,0,Personas"
"2017,6,110,BAJO PESO AL NACER,2,Personas"
"2017,7,110,BAJO PESO AL NACER,1,Personas"
"2017,8,110,BAJO PESO AL NACER,1,Personas"
"2017,9,110,BAJO PESO AL NACER,3,Personas"
"2017,10,110,BAJO PESO AL NACER,1,Personas"
"2017,11,110,BAJO PESO AL NACER,0,Personas"
"2017,12,110,BAJO PESO AL NACER,1,Personas"
"2017,13,110,BAJO PESO AL NACER,1,Personas"
"2018,1,110,BAJO PESO AL NACER,1,Personas"
"2018,2,110,BAJO PESO AL NACER,2,Personas"
"2018,3,110,BAJO PESO AL NACER,2,Personas"
"2018,4,110,BAJO PESO AL NACER,1,Personas"
"2018,5,110,BAJO PESO AL NACER,1,Personas"
"2018,6,110,BAJO PESO AL NACER,3,Personas"
"2018,7,110,BAJO PESO AL NACER,3,Personas"
"2018,8,110,BAJO PESO AL NACER,0,Personas"
"2018,9,110,BAJO PESO AL NACER,0,Personas"
"2018,10,110,BAJO PESO AL NACER,0,Personas"
"2018,11,110,BAJO PESO AL NACER,0,Personas"
"2018,12,110,BAJO PESO AL NACER,0,Personas"
"2018,13,110,BAJO PESO AL NACER,1,Personas"
"2019,1,110,BAJO PESO AL NACER,0,Personas"
"2019,2,110,BAJO PESO AL NACER,3,Personas"
"2019,3,110,BAJO PESO AL NACER,1,Personas"
"2019,4,110,BAJO PESO AL NACER,1,Personas"
"2019,5,110,BAJO PESO AL NACER,1,Personas"
"2019,6,110,BAJO PESO AL NACER,0,Personas"
"2019,7,110,BAJO PESO AL NACER,0,Personas"
"2019,8,110,BAJO PESO AL NACER,0,Personas"
"2019,9,110,BAJO PESO AL NACER,2,Personas"
"2019,10,110,BAJO PESO AL NACER,1,Personas"
"2019,11,110,BAJO PESO AL NACER,2,Personas"
"2019,12,110,BAJO PESO AL NACER,0,Personas"
"2019,13,110,BAJO PESO AL NACER,0,Personas"
"2020,1,110,BAJO PESO AL NACER,2,Personas"
"2020,2,110,BAJO PESO AL NACER,0,Personas"
"2020,3,110,BAJO PESO AL NACER,2,Personas"
"2020,4,110,BAJO PESO AL NACER,1,Personas"
"2020,5,110,BAJO PESO AL NACER,0,Personas"
"2020,6,110,BAJO PESO AL NACER,0,Personas"
"2020,7,110,BAJO PESO AL NACER,1,Personas"
"2020,8,110,BAJO PESO AL NACER,1,Personas"
"2020,9,110,BAJO PESO AL NACER,0,Personas"
"2020,10,110,BAJO PESO AL NACER,1,Personas"
"2020,11,110,BAJO PESO AL NACER,1,Personas"
"2020,12,110,BAJO PESO AL NACER,1,Personas"
"2020,13,110,BAJO PESO AL NACER,1,Personas"
"2021,1,110,BAJO PESO AL NACER,1,Personas"
"2021,2,110,BAJO PESO AL NACER,1,Personas"
"2021,3,110,BAJO PESO AL NACER,1,Personas"
"2021,4,110,BAJO PESO AL NACER,0,Personas"
"2021,5,110,BAJO PESO AL NACER,0,Personas"
"2021,6,110,BAJO PESO AL NACER,1,Personas"
"2021,7,110,BAJO PESO AL NACER,0,Personas"
"2021,8,110,BAJO PESO AL NACER,0,Personas"
"2021,9,110,BAJO PESO AL NACER,0,Personas"
"2021,10,110,BAJO PESO AL NACER,0,Personas"
"2021,11,110,BAJO PESO AL NACER,1,Personas"
"2021,12,110,BAJO PESO AL NACER,0,Personas"
"2021,13,110,BAJO PESO AL NACER,1,Personas"
"2022,1,110,BAJO PESO AL NACER,0,Personas"
"2022,2,110,BAJO PESO AL NACER,0,Personas"
"2022,3,110,BAJO PESO AL NACER,0,Personas"
"2022,4,110,BAJO PESO AL NACER,1,Personas"
"2022,5,110,BAJO PESO AL NACER,1,Personas"
"2022,6,110,BAJO PESO AL NACER,2,Personas"
"2022,7,110,BAJO PESO AL NACER,0,Personas"
"2022,8,110,BAJO PESO AL NACER,1,Personas"
"2022,9,110,BAJO PESO AL NACER,0,Personas"
"2022,10,110,BAJO PESO AL NACER,0,Personas"
"2022,11,110,BAJO PESO AL NACER,0,Personas"
"2022,12,110,BAJO PESO AL NACER,1,Personas"
"2022,13,110,BAJO PESO AL NACER,1,Personas"
"2023,1,110,BAJO PESO AL NACER,1,Personas"
"2023,2,110,BAJO PESO AL NACER,0,Personas"
"2023,3,110,BAJO PESO AL NACER,0,Personas"
"2023,4,110,BAJO PESO AL NACER,0,Personas"
"2023,5,110,BAJO PESO AL NACER,0,Personas"
"2023,6,110,BAJO PESO AL NACER,0,Personas"
"2023,7,110,BAJO PESO AL NACER,0,Personas"
"2023,8,110,BAJO PESO AL NACER,0,Personas"
"2023,9,110,BAJO PESO AL NACER,0,Personas"
"2023,10,110,BAJO PESO AL NACER,0,Personas"
"2023,11,110,BAJO PESO AL NACER,0,Personas"
"2023,12,110,BAJO PESO AL NACER,0,Personas"
"2023,13,110,BAJO PESO AL NACER,0,Personas"
"2024,1,110,BAJO PESO AL NACER,0,Personas"
"2024,2,110,BAJO PESO AL NACER,0,Personas"
"2024,3,110,BAJO PESO AL NACER,0,Personas"
"2024,4,110,BAJO PESO AL NACER,0,Personas"
"2024,5,110,BAJO PESO AL NACER,0,Personas"
"2024,6,110,BAJO PESO AL NACER,0,Personas"
"2024,7,110,BAJO PESO AL NACER,0,Personas"
"2024,8,110,BAJO PESO AL NACER,0,Personas"
"2024,9,110,BAJO PESO AL NACER,0,Personas"
"2024,10,110,BAJO PESO AL NACER,0,Personas"
"2024,11,110,BAJO PESO AL NACER,0,Personas"
"2024,12,110,BAJO PESO AL NACER,0,Personas"
"2024,13,110,BAJO PESO AL NACER,0,Personas"
"2017,1,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,0,Personas"
"2017,2,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,0,Personas"
"2017,3,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,0,Personas"
"2017,4,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,0,Personas"
"2017,5,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,0,Personas"
"2017,6,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,0,Personas"
"2017,7,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,0,Personas"
"2017,8,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,0,Personas"
"2017,9,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,0,Personas"
"2017,10,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,0,Personas"
"2017,11,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,0,Personas"
"2017,12,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,0,Personas"
"2017,13,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,0,Personas"
"2018,1,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,0,Personas"
"2018,2,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,0,Personas"
"2018,3,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,0,Personas"
"2018,4,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,0,Personas"
"2018,5,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,1,Personas"
"2018,6,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,3,Personas"
"2018,7,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,1,Personas"
"2018,8,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,0,Personas"
"2018,9,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,6,Personas"
"2018,10,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,4,Personas"
"2018,11,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,6,Personas"
"2018,12,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,9,Personas"
"2018,13,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,5,Personas"
"2019,1,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,1,Personas"
"2019,2,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,5,Personas"
"2019,3,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,4,Personas"
"2019,4,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,3,Personas"
"2019,5,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,7,Personas"
"2019,6,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,4,Personas"
"2019,7,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,1,Personas"
"2019,8,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,5,Personas"
"2019,9,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,6,Personas"
"2019,10,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,3,Personas"
"2019,11,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,2,Personas"
"2019,12,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,4,Personas"
"2019,13,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,3,Personas"
"2020,1,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,2,Personas"
"2020,2,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,7,Personas"
"2020,3,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,0,Personas"
"2020,4,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,0,Personas"
"2020,5,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,0,Personas"
"2020,6,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,0,Personas"
"2020,7,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,0,Personas"
"2020,8,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,2,Personas"
"2020,9,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,2,Personas"
"2020,10,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,2,Personas"
"2020,11,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,2,Personas"
"2020,12,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,1,Personas"
"2020,13,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,0,Personas"
"2021,1,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,3,Personas"
"2021,2,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,2,Personas"
"2021,3,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,3,Personas"
"2021,4,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,11,Personas"
"2021,5,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,8,Personas"
"2021,6,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,6,Personas"
"2021,7,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,13,Personas"
"2021,8,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,3,Personas"
"2021,9,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,6,Personas"
"2021,10,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,6,Personas"
"2021,11,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,7,Personas"
"2021,12,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,4,Personas"
"2021,13,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,2,Personas"
"2022,1,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,1,Personas"
"2022,2,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,15,Personas"
"2022,3,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,4,Personas"
"2022,4,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,2,Personas"
"2022,5,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,4,Personas"
"2022,6,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,7,Personas"
"2022,7,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,4,Personas"
"2022,8,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,2,Personas"
"2022,9,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,2,Personas"
"2022,10,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,4,Personas"
"2022,11,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,1,Personas"
"2022,12,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,5,Personas"
"2022,13,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,0,Personas"
"2023,1,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,5,Personas"
"2023,2,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,4,Personas"
"2023,3,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,3,Personas"
"2023,4,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,1,Personas"
"2023,5,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,6,Personas"
"2023,6,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,4,Personas"
"2023,7,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,2,Personas"
"2023,8,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,3,Personas"
"2023,9,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,2,Personas"
"2023,10,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,3,Personas"
"2023,11,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,4,Personas"
"2023,12,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,2,Personas"
"2023,13,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,1,Personas"
"2024,1,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,0,Personas"
"2024,2,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,4,Personas"
"2024,3,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,3,Personas"
"2024,4,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,2,Personas"
"2024,5,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,3,Personas"
"2024,6,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,2,Personas"
"2024,7,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,1,Personas"
"2024,8,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,0,Personas"
"2024,9,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,4,Personas"
"2024,10,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,3,Personas"
"2024,11,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,1,Personas"
"2024,12,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,4,Personas"
"2024,13,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,2,Personas"
"2017,1,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2017,2,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2017,3,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2017,4,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2017,5,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2017,6,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2017,7,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2017,8,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2017,9,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2017,10,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2017,11,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2017,12,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2017,13,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2018,1,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2018,2,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2018,3,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2018,4,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2018,5,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2018,6,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2018,7,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2018,8,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2018,9,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2018,10,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,1,Personas"
"2018,11,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2018,12,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2018,13,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2019,1,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2019,2,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2019,3,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,2,Personas"
"2019,4,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,1,Personas"
"2019,5,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2019,6,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2019,7,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2019,8,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2019,9,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2019,10,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2019,11,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2019,12,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2019,13,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2020,1,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2020,2,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2020,3,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2020,4,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2020,5,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2020,6,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,1,Personas"
"2020,7,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2020,8,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2020,9,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2020,10,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2020,11,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2020,12,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2020,13,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2021,1,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2021,2,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,1,Personas"
"2021,3,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,1,Personas"
"2021,4,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,2,Personas"
"2021,5,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2021,6,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,1,Personas"
"2021,7,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2021,8,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,1,Personas"
"2021,9,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,1,Personas"
"2021,10,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,1,Personas"
"2021,11,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,2,Personas"
"2021,12,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2021,13,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2022,1,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,Personas"
"2022,2,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,1,Personas"
